UTC_START,UTC_MIDDLE,UTC_END,SUN-TARGET_RANGE[km],TARGET-S/C_RANGE[km],PHASE_ANGLE[deg],ANGULAR_DIAMETER[deg],SUB-S/C_POINT_LON[deg],SUB-S/C_POINT_LAT[deg]
07:59:44.28,07:59:49.62,07:59:54.96,1.50331186e+08,1.99575991e+01,19.574,2.482919,310.093,36.972
07:59:54.93,08:00:00.27,08:00:05.61,1.50331224e+08,1.99574822e+01,19.575,2.482933,309.953,36.972
08:00:05.62,08:00:10.96,08:00:16.30,1.50331262e+08,1.99573647e+01,19.575,2.482948,309.813,36.972
08:00:16.31,08:00:21.65,08:00:26.99,1.50331300e+08,1.99572472e+01,19.575,2.482962,309.673,36.972
08:00:26.96,08:00:32.30,08:00:37.64,1.50331338e+08,1.99571303e+01,19.575,2.482977,309.534,36.971
08:00:37.65,08:00:42.99,08:00:48.33,1.50331376e+08,1.99570128e+01,19.576,2.482991,309.394,36.971
08:00:48.31,08:00:53.65,08:00:58.99,1.50331414e+08,1.99568957e+01,19.576,2.483006,309.254,36.971
08:00:58.99,08:01:04.33,08:01:09.67,1.50331452e+08,1.99567783e+01,19.576,2.483021,309.115,36.971
08:01:09.68,08:01:15.02,08:01:20.36,1.50331490e+08,1.99566607e+01,19.576,2.483035,308.975,36.971
08:01:20.37,08:01:25.71,08:01:31.05,1.50331528e+08,1.99565431e+01,19.577,2.483050,308.835,36.971
08:01:31.03,08:01:36.37,08:01:41.71,1.50331566e+08,1.99564259e+01,19.577,2.483064,308.695,36.971
08:01:41.71,08:01:47.05,08:01:52.39,1.50331604e+08,1.99563084e+01,19.577,2.483079,308.555,36.971
08:01:52.40,08:01:57.74,08:02:03.08,1.50331642e+08,1.99561908e+01,19.577,2.483094,308.415,36.971
08:02:03.09,08:02:08.43,08:02:13.77,1.50331680e+08,1.99560732e+01,19.578,2.483108,308.275,36.971
08:02:13.74,08:02:19.08,08:02:24.42,1.50331718e+08,1.99559559e+01,19.578,2.483123,308.136,36.971
08:02:24.43,08:02:29.77,08:02:35.11,1.50331756e+08,1.99558382e+01,19.578,2.483138,307.996,36.971
08:02:35.09,08:02:40.43,08:02:45.77,1.50331794e+08,1.99557208e+01,19.578,2.483152,307.857,36.971
08:02:45.77,08:02:51.11,08:02:56.45,1.50331832e+08,1.99556032e+01,19.579,2.483167,307.717,36.971
08:02:56.43,08:03:01.77,08:03:07.11,1.50331870e+08,1.99554857e+01,19.579,2.483181,307.577,36.971
08:03:07.12,08:03:12.46,08:03:17.80,1.50331908e+08,1.99553679e+01,19.579,2.483196,307.437,36.971
08:03:17.77,08:03:23.11,08:03:28.45,1.50331946e+08,1.99552505e+01,19.579,2.483211,307.298,36.971
08:03:28.46,08:03:33.80,08:03:39.14,1.50331984e+08,1.99551327e+01,19.580,2.483225,307.158,36.971
08:03:39.12,08:03:44.46,08:03:49.80,1.50332022e+08,1.99550151e+01,19.580,2.483240,307.018,36.971
08:03:49.81,08:03:55.15,08:04:00.49,1.50332060e+08,1.99548972e+01,19.580,2.483255,306.878,36.971
08:04:00.46,08:04:05.80,08:04:11.14,1.50332098e+08,1.99547797e+01,19.580,2.483269,306.739,36.971
08:04:11.15,08:04:16.49,08:04:21.83,1.50332136e+08,1.99546618e+01,19.580,2.483284,306.599,36.971
08:04:21.84,08:04:27.18,08:04:32.52,1.50332174e+08,1.99545438e+01,19.581,2.483299,306.459,36.971
08:04:32.52,08:04:37.86,08:04:43.20,1.50332212e+08,1.99544260e+01,19.581,2.483313,306.319,36.971
08:04:43.18,08:04:48.52,08:04:53.86,1.50332250e+08,1.99543083e+01,19.581,2.483328,306.180,36.971
08:04:53.87,08:04:59.21,08:05:04.55,1.50332288e+08,1.99541903e+01,19.581,2.483343,306.040,36.971
08:05:04.52,08:05:09.86,08:05:15.20,1.50332325e+08,1.99540727e+01,19.582,2.483357,305.900,36.971
08:05:15.21,08:05:20.55,08:05:25.89,1.50332363e+08,1.99539546e+01,19.582,2.483372,305.760,36.971
08:05:25.87,08:05:31.21,08:05:36.55,1.50332401e+08,1.99538368e+01,19.582,2.483387,305.621,36.971
08:05:36.55,08:05:41.89,08:05:47.23,1.50332439e+08,1.99537188e+01,19.582,2.483401,305.481,36.971
08:05:47.21,08:05:52.55,08:05:57.89,1.50332477e+08,1.99536010e+01,19.583,2.483416,305.342,36.970
08:05:57.93,08:06:03.27,08:06:08.61,1.50332515e+08,1.99534825e+01,19.583,2.483431,305.201,36.970
08:06:08.58,08:06:13.92,08:06:19.26,1.50332553e+08,1.99533647e+01,19.583,2.483445,305.062,36.970
08:06:19.27,08:06:24.61,08:06:29.95,1.50332591e+08,1.99532465e+01,19.583,2.483460,304.922,36.970
08:06:29.93,08:06:35.27,08:06:40.61,1.50332629e+08,1.99531286e+01,19.584,2.483475,304.782,36.970
08:06:40.62,08:06:45.96,08:06:51.30,1.50332667e+08,1.99530103e+01,19.584,2.483489,304.642,36.970
08:06:51.27,08:06:56.61,08:07:01.95,1.50332705e+08,1.99528924e+01,19.584,2.483504,304.503,36.970
08:07:01.96,08:07:07.30,08:07:12.64,1.50332743e+08,1.99527741e+01,19.584,2.483519,304.363,36.970
08:07:12.61,08:07:17.95,08:07:23.29,1.50332781e+08,1.99526563e+01,19.585,2.483533,304.224,36.970
08:07:23.30,08:07:28.64,08:07:33.98,1.50332819e+08,1.99525379e+01,19.585,2.483548,304.084,36.970
08:07:33.99,08:07:39.33,08:07:44.67,1.50332857e+08,1.99524195e+01,19.585,2.483563,303.944,36.970
08:07:44.65,08:07:49.99,08:07:55.33,1.50332895e+08,1.99523015e+01,19.585,2.483578,303.804,36.970
08:07:55.33,08:08:00.67,08:08:06.01,1.50332933e+08,1.99521831e+01,19.586,2.483592,303.664,36.970
08:08:06.02,08:08:11.36,08:08:16.70,1.50332971e+08,1.99520647e+01,19.586,2.483607,303.524,36.970
08:08:16.71,08:08:22.05,08:08:27.39,1.50333009e+08,1.99519462e+01,19.586,2.483622,303.384,36.970
08:08:27.40,08:08:32.74,08:08:38.08,1.50333047e+08,1.99518277e+01,19.586,2.483637,303.244,36.970
08:08:38.05,08:08:43.39,08:08:48.73,1.50333085e+08,1.99517096e+01,19.587,2.483651,303.105,36.970
08:08:48.74,08:08:54.08,08:08:59.42,1.50333123e+08,1.99515911e+01,19.587,2.483666,302.965,36.970
08:08:59.43,08:09:04.77,08:09:10.11,1.50333161e+08,1.99514725e+01,19.587,2.483681,302.825,36.970
08:09:10.14,08:09:15.48,08:09:20.82,1.50333199e+08,1.99513537e+01,19.587,2.483696,302.685,36.970
08:09:20.83,08:09:26.17,08:09:31.51,1.50333237e+08,1.99512351e+01,19.588,2.483710,302.545,36.970
08:09:31.49,08:09:36.83,08:09:42.17,1.50333275e+08,1.99511168e+01,19.588,2.483725,302.405,36.970
08:09:42.21,08:09:47.55,08:09:52.89,1.50333313e+08,1.99509977e+01,19.588,2.483740,302.265,36.970
08:09:52.86,08:09:58.20,08:10:03.54,1.50333351e+08,1.99508795e+01,19.588,2.483755,302.126,36.970
08:10:03.55,08:10:08.89,08:10:14.23,1.50333389e+08,1.99507608e+01,19.589,2.483769,301.986,36.970
08:10:14.21,08:10:19.55,08:10:24.89,1.50333427e+08,1.99506424e+01,19.589,2.483784,301.846,36.970
08:10:24.89,08:10:30.23,08:10:35.57,1.50333465e+08,1.99505238e+01,19.589,2.483799,301.706,36.970
08:10:35.61,08:10:40.95,08:10:46.29,1.50333503e+08,1.99504046e+01,19.589,2.483814,301.566,36.970
08:10:46.30,08:10:51.64,08:10:56.98,1.50333541e+08,1.99502859e+01,19.590,2.483828,301.426,36.970
08:10:56.96,08:11:02.30,08:11:07.64,1.50333579e+08,1.99501673e+01,19.590,2.483843,301.287,36.969
08:11:07.64,08:11:12.98,08:11:18.32,1.50333617e+08,1.99500486e+01,19.590,2.483858,301.147,36.969
08:11:18.30,08:11:23.64,08:11:28.98,1.50333655e+08,1.99499301e+01,19.590,2.483873,301.007,36.969
08:11:29.02,08:11:34.36,08:11:39.70,1.50333693e+08,1.99498108e+01,19.591,2.483888,300.867,36.969
08:11:39.67,08:11:45.01,08:11:50.35,1.50333731e+08,1.99496924e+01,19.591,2.483902,300.727,36.969
08:11:50.36,08:11:55.70,08:12:01.04,1.50333769e+08,1.99495734e+01,19.591,2.483917,300.588,36.969
08:12:01.02,08:12:06.36,08:12:11.70,1.50333807e+08,1.99494548e+01,19.591,2.483932,300.448,36.969
08:12:11.74,08:12:17.08,08:12:22.42,1.50333845e+08,1.99493355e+01,19.592,2.483947,300.308,36.969
08:12:22.42,08:12:27.76,08:12:33.10,1.50333883e+08,1.99492166e+01,19.592,2.483962,300.168,36.969
08:12:33.08,08:12:38.42,08:12:43.76,1.50333921e+08,1.99490979e+01,19.592,2.483976,300.028,36.969
08:12:43.77,08:12:49.11,08:12:54.45,1.50333959e+08,1.99489788e+01,19.592,2.483991,299.888,36.969
08:12:54.42,08:12:59.76,08:13:05.10,1.50333997e+08,1.99488601e+01,19.593,2.484006,299.749,36.969
08:13:05.11,08:13:10.45,08:13:15.79,1.50334035e+08,1.99487410e+01,19.593,2.484021,299.609,36.969
08:13:15.83,08:13:21.17,08:13:26.51,1.50334073e+08,1.99486216e+01,19.593,2.484036,299.469,36.969
08:13:26.55,08:13:31.89,08:13:37.23,1.50334111e+08,1.99485021e+01,19.593,2.484050,299.328,36.969
08:13:37.24,08:13:42.58,08:13:47.92,1.50334150e+08,1.99483829e+01,19.594,2.484065,299.188,36.969
08:13:47.89,08:13:53.23,08:13:58.57,1.50334187e+08,1.99482642e+01,19.594,2.484080,299.049,36.969
08:13:58.61,08:14:03.95,08:14:09.29,1.50334226e+08,1.99481446e+01,19.594,2.484095,298.909,36.969
08:14:09.30,08:14:14.64,08:14:19.98,1.50334264e+08,1.99480253e+01,19.594,2.484110,298.769,36.969
08:14:19.95,08:14:25.29,08:14:30.63,1.50334301e+08,1.99479066e+01,19.595,2.484125,298.629,36.969
08:14:30.64,08:14:35.98,08:14:41.32,1.50334339e+08,1.99477872e+01,19.595,2.484139,298.489,36.969
08:14:41.30,08:14:46.64,08:14:51.98,1.50334377e+08,1.99476683e+01,19.595,2.484154,298.350,36.969
08:14:52.02,08:14:57.36,08:15:02.70,1.50334416e+08,1.99475486e+01,19.595,2.484169,298.209,36.969
08:15:02.67,08:15:08.01,08:15:13.35,1.50334453e+08,1.99474296e+01,19.596,2.484184,298.070,36.969
08:15:13.36,08:15:18.70,08:15:24.04,1.50334491e+08,1.99473103e+01,19.596,2.484199,297.930,36.969
08:15:24.01,08:15:29.35,08:15:34.69,1.50334529e+08,1.99471913e+01,19.596,2.484214,297.791,36.969
08:15:34.70,08:15:40.04,08:15:45.38,1.50334567e+08,1.99470719e+01,19.596,2.484229,297.651,36.969
08:15:45.39,08:15:50.73,08:15:56.07,1.50334605e+08,1.99469524e+01,19.597,2.484243,297.511,36.969
08:15:56.08,08:16:01.42,08:16:06.76,1.50334643e+08,1.99468330e+01,19.597,2.484258,297.371,36.969
08:16:06.76,08:16:12.10,08:16:17.44,1.50334681e+08,1.99467135e+01,19.597,2.484273,297.231,36.968
08:16:17.45,08:16:22.79,08:16:28.13,1.50334720e+08,1.99465940e+01,19.597,2.484288,297.091,36.968
08:16:28.11,08:16:33.45,08:16:38.79,1.50334757e+08,1.99464748e+01,19.598,2.484303,296.952,36.968
08:16:38.80,08:16:44.14,08:16:49.48,1.50334795e+08,1.99463552e+01,19.598,2.484318,296.812,36.968
08:16:49.48,08:16:54.82,08:17:00.16,1.50334833e+08,1.99462358e+01,19.598,2.484333,296.672,36.968
08:17:00.17,08:17:05.51,08:17:10.85,1.50334872e+08,1.99461161e+01,19.598,2.484348,296.532,36.968
08:17:10.86,08:17:16.20,08:17:21.54,1.50334910e+08,1.99459965e+01,19.598,2.484362,296.392,36.968
08:17:21.51,08:17:26.85,08:17:32.19,1.50334947e+08,1.99458772e+01,19.599,2.484377,296.252,36.968
08:17:32.20,08:17:37.54,08:17:42.88,1.50334985e+08,1.99457575e+01,19.599,2.484392,296.113,36.968
08:17:42.86,08:17:48.20,08:17:53.54,1.50335023e+08,1.99456381e+01,19.599,2.484407,295.973,36.968
08:17:53.58,08:17:58.92,08:18:04.26,1.50335062e+08,1.99455181e+01,19.599,2.484422,295.833,36.968
08:18:04.26,08:18:09.60,08:18:14.94,1.50335100e+08,1.99453984e+01,19.600,2.484437,295.693,36.968
08:18:14.92,08:18:20.26,08:18:25.60,1.50335137e+08,1.99452790e+01,19.600,2.484452,295.553,36.968
08:18:25.61,08:18:30.95,08:18:36.29,1.50335176e+08,1.99451592e+01,19.600,2.484467,295.413,36.968
08:18:36.29,08:18:41.63,08:18:46.97,1.50335214e+08,1.99450394e+01,19.600,2.484482,295.274,36.968
08:18:46.98,08:18:52.32,08:18:57.66,1.50335252e+08,1.99449196e+01,19.601,2.484497,295.134,36.968
08:18:57.64,08:19:02.98,08:19:08.32,1.50335289e+08,1.99448001e+01,19.601,2.484511,294.994,36.968
08:19:08.32,08:19:13.66,08:19:19.00,1.50335327e+08,1.99446803e+01,19.601,2.484526,294.854,36.968
08:19:18.98,08:19:24.32,08:19:29.66,1.50335365e+08,1.99445607e+01,19.601,2.484541,294.715,36.968
08:19:29.70,08:19:35.04,08:19:40.38,1.50335404e+08,1.99444403e+01,19.602,2.484556,294.574,36.968
08:19:40.36,08:19:45.70,08:19:51.04,1.50335441e+08,1.99443207e+01,19.602,2.484571,294.435,36.968
08:19:51.04,08:19:56.38,08:20:01.72,1.50335479e+08,1.99442008e+01,19.602,2.484586,294.295,36.968
08:20:01.70,08:20:07.04,08:20:12.38,1.50335517e+08,1.99440812e+01,19.602,2.484601,294.155,36.968
08:20:12.39,08:20:17.73,08:20:23.07,1.50335555e+08,1.99439612e+01,19.603,2.484616,294.016,36.968
08:20:23.04,08:20:28.38,08:20:33.72,1.50335593e+08,1.99438415e+01,19.603,2.484631,293.876,36.968
08:20:33.73,08:20:39.07,08:20:44.41,1.50335631e+08,1.99437214e+01,19.603,2.484646,293.736,36.968
08:20:44.39,08:20:49.73,08:20:55.07,1.50335669e+08,1.99436017e+01,19.603,2.484661,293.597,36.968
08:20:55.07,08:21:00.41,08:21:05.75,1.50335707e+08,1.99434816e+01,19.604,2.484676,293.457,36.968
08:21:05.76,08:21:11.10,08:21:16.44,1.50335745e+08,1.99433615e+01,19.604,2.484691,293.317,36.968
08:21:16.45,08:21:21.79,08:21:27.13,1.50335783e+08,1.99432413e+01,19.604,2.484706,293.177,36.968
08:21:27.10,08:21:32.44,08:21:37.78,1.50335821e+08,1.99431215e+01,19.604,2.484720,293.038,36.967
08:21:37.79,08:21:43.13,08:21:48.47,1.50335859e+08,1.99430013e+01,19.605,2.484735,292.898,36.967
08:21:48.45,08:21:53.79,08:21:59.13,1.50335897e+08,1.99428814e+01,19.605,2.484750,292.758,36.967
08:21:59.13,08:22:04.47,08:22:09.81,1.50335935e+08,1.99427612e+01,19.605,2.484765,292.618,36.967
08:22:09.79,08:22:15.13,08:22:20.47,1.50335973e+08,1.99426413e+01,19.605,2.484780,292.479,36.967
08:22:20.48,08:22:25.82,08:22:31.16,1.50336011e+08,1.99425209e+01,19.606,2.484795,292.339,36.967
08:22:31.17,08:22:36.51,08:22:41.85,1.50336049e+08,1.99424006e+01,19.606,2.484810,292.199,36.967
08:22:41.85,08:22:47.19,08:22:52.53,1.50336087e+08,1.99422803e+01,19.606,2.484825,292.059,36.967
08:22:52.51,08:22:57.85,08:23:03.19,1.50336125e+08,1.99421603e+01,19.606,2.484840,291.919,36.967
08:23:03.20,08:23:08.54,08:23:13.88,1.50336163e+08,1.99420399e+01,19.607,2.484855,291.779,36.967
08:23:13.88,08:23:19.22,08:23:24.56,1.50336201e+08,1.99419195e+01,19.607,2.484870,291.640,36.967
08:23:24.54,08:23:29.88,08:23:35.22,1.50336239e+08,1.99417994e+01,19.607,2.484885,291.500,36.967
08:23:35.26,08:23:40.60,08:23:45.94,1.50336277e+08,1.99416786e+01,19.607,2.484900,291.360,36.967
08:23:45.91,08:23:51.25,08:23:56.59,1.50336315e+08,1.99415585e+01,19.608,2.484915,291.220,36.967
08:23:56.60,08:24:01.94,08:24:07.28,1.50336353e+08,1.99414380e+01,19.608,2.484930,291.080,36.967
08:24:07.29,08:24:12.63,08:24:17.97,1.50336391e+08,1.99413174e+01,19.608,2.484945,290.940,36.967
08:24:17.95,08:24:23.29,08:24:28.63,1.50336429e+08,1.99411971e+01,19.608,2.484960,290.801,36.967
08:24:28.63,08:24:33.97,08:24:39.31,1.50336467e+08,1.99410767e+01,19.609,2.484975,290.661,36.967
08:24:39.29,08:24:44.63,08:24:49.97,1.50336505e+08,1.99409564e+01,19.609,2.484990,290.522,36.967
08:24:50.01,08:24:55.35,08:25:00.69,1.50336543e+08,1.99408354e+01,19.609,2.485005,290.381,36.967
08:25:00.70,08:25:06.04,08:25:11.38,1.50336581e+08,1.99407147e+01,19.609,2.485020,290.241,36.967
08:25:11.35,08:25:16.69,08:25:22.03,1.50336619e+08,1.99405945e+01,19.610,2.485035,290.102,36.967
08:25:22.07,08:25:27.41,08:25:32.75,1.50336657e+08,1.99404734e+01,19.610,2.485050,289.962,36.967
08:25:32.73,08:25:38.07,08:25:43.41,1.50336695e+08,1.99403530e+01,19.610,2.485065,289.822,36.967
08:25:43.41,08:25:48.75,08:25:54.09,1.50336733e+08,1.99402323e+01,19.610,2.485080,289.682,36.967
08:25:54.10,08:25:59.44,08:26:04.78,1.50336771e+08,1.99401115e+01,19.611,2.485095,289.542,36.967
08:26:04.76,08:26:10.10,08:26:15.44,1.50336809e+08,1.99399911e+01,19.611,2.485110,289.403,36.967
08:26:15.48,08:26:20.82,08:26:26.16,1.50336847e+08,1.99398699e+01,19.611,2.485126,289.262,36.967
08:26:26.16,08:26:31.50,08:26:36.84,1.50336885e+08,1.99397491e+01,19.611,2.485141,289.123,36.967
08:26:36.82,08:26:42.16,08:26:47.50,1.50336923e+08,1.99396286e+01,19.612,2.485156,288.983,36.966
08:26:47.51,08:26:52.85,08:26:58.19,1.50336961e+08,1.99395077e+01,19.612,2.485171,288.843,36.966
08:26:58.16,08:27:03.50,08:27:08.84,1.50336999e+08,1.99393872e+01,19.612,2.485186,288.704,36.966
08:27:08.85,08:27:14.19,08:27:19.53,1.50337037e+08,1.99392662e+01,19.612,2.485201,288.564,36.966
08:27:19.51,08:27:24.85,08:27:30.19,1.50337075e+08,1.99391456e+01,19.613,2.485216,288.424,36.966
08:27:30.19,08:27:35.53,08:27:40.87,1.50337113e+08,1.99390247e+01,19.613,2.485231,288.284,36.966
08:27:40.88,08:27:46.22,08:27:51.56,1.50337151e+08,1.99389037e+01,19.613,2.485246,288.144,36.966
08:27:51.57,08:27:56.91,08:28:02.25,1.50337189e+08,1.99387826e+01,19.613,2.485261,288.004,36.966
08:28:02.26,08:28:07.60,08:28:12.94,1.50337227e+08,1.99386616e+01,19.614,2.485276,287.865,36.966
08:28:12.97,08:28:18.31,08:28:23.65,1.50337266e+08,1.99385402e+01,19.614,2.485291,287.724,36.966
08:28:23.63,08:28:28.97,08:28:34.31,1.50337303e+08,1.99384194e+01,19.614,2.485306,287.585,36.966
08:28:34.32,08:28:39.66,08:28:45.00,1.50337341e+08,1.99382983e+01,19.614,2.485321,287.445,36.966
08:28:44.97,08:28:50.31,08:28:55.65,1.50337379e+08,1.99381776e+01,19.615,2.485336,287.305,36.966
08:28:55.66,08:29:01.00,08:29:06.34,1.50337417e+08,1.99380564e+01,19.615,2.485351,287.165,36.966
08:29:06.35,08:29:11.69,08:29:17.03,1.50337455e+08,1.99379352e+01,19.615,2.485367,287.026,36.966
08:29:17.00,08:29:22.34,08:29:27.68,1.50337493e+08,1.99378144e+01,19.615,2.485382,286.886,36.966
08:29:27.69,08:29:33.03,08:29:38.37,1.50337531e+08,1.99376931e+01,19.616,2.485397,286.746,36.966
08:29:38.38,08:29:43.72,08:29:49.06,1.50337569e+08,1.99375719e+01,19.616,2.485412,286.606,36.966
08:29:49.04,08:29:54.38,08:29:59.72,1.50337607e+08,1.99374509e+01,19.616,2.485427,286.467,36.966
08:29:59.72,08:30:05.06,08:30:10.40,1.50337645e+08,1.99373297e+01,19.616,2.485442,286.327,36.966
08:30:10.38,08:30:15.72,08:30:21.06,1.50337683e+08,1.99372087e+01,19.617,2.485457,286.187,36.966
08:30:21.07,08:30:26.41,08:30:31.75,1.50337721e+08,1.99370873e+01,19.617,2.485472,286.047,36.966
08:30:31.72,08:30:37.06,08:30:42.40,1.50337759e+08,1.99369663e+01,19.617,2.485487,285.908,36.966
08:30:42.41,08:30:47.75,08:30:53.09,1.50337797e+08,1.99368449e+01,19.617,2.485502,285.768,36.966
08:30:53.10,08:30:58.44,08:31:03.78,1.50337835e+08,1.99367235e+01,19.618,2.485518,285.628,36.966
08:31:03.75,08:31:09.09,08:31:14.43,1.50337873e+08,1.99366025e+01,19.618,2.485533,285.489,36.966
08:31:14.44,08:31:19.78,08:31:25.12,1.50337911e+08,1.99364810e+01,19.618,2.485548,285.349,36.966
08:31:25.10,08:31:30.44,08:31:35.78,1.50337949e+08,1.99363598e+01,19.618,2.485563,285.209,36.966
08:31:35.78,08:31:41.12,08:31:46.46,1.50337987e+08,1.99362383e+01,19.619,2.485578,285.069,36.966
08:31:46.44,08:31:51.78,08:31:57.12,1.50338025e+08,1.99361171e+01,19.619,2.485593,284.930,36.965
08:31:57.13,08:32:02.47,08:32:07.81,1.50338063e+08,1.99359955e+01,19.619,2.485608,284.790,36.965
08:32:07.78,08:32:13.12,08:32:18.46,1.50338101e+08,1.99358744e+01,19.619,2.485623,284.651,36.965
08:32:18.47,08:32:23.81,08:32:29.15,1.50338139e+08,1.99357528e+01,19.620,2.485639,284.511,36.965
08:32:29.13,08:32:34.47,08:32:39.81,1.50338177e+08,1.99356315e+01,19.620,2.485654,284.371,36.965
08:32:39.81,08:32:45.15,08:32:50.49,1.50338215e+08,1.99355099e+01,19.620,2.485669,284.231,36.965
08:32:50.47,08:32:55.81,08:33:01.15,1.50338253e+08,1.99353885e+01,19.620,2.485684,284.092,36.965
08:33:01.16,08:33:06.50,08:33:11.84,1.50338291e+08,1.99352668e+01,19.621,2.485699,283.952,36.965
08:33:11.85,08:33:17.19,08:33:22.53,1.50338329e+08,1.99351451e+01,19.621,2.485714,283.812,36.965
08:33:22.50,08:33:27.84,08:33:33.18,1.50338367e+08,1.99350238e+01,19.621,2.485729,283.672,36.965
08:33:33.19,08:33:38.53,08:33:43.87,1.50338405e+08,1.99349019e+01,19.621,2.485745,283.532,36.965
08:33:43.88,08:33:49.22,08:33:54.56,1.50338443e+08,1.99347801e+01,19.622,2.485760,283.392,36.965
08:33:54.53,08:33:59.87,08:34:05.21,1.50338481e+08,1.99346587e+01,19.622,2.485775,283.253,36.965
08:34:05.25,08:34:10.59,08:34:15.93,1.50338519e+08,1.99345365e+01,19.622,2.485790,283.113,36.965
08:34:15.94,08:34:21.28,08:34:26.62,1.50338557e+08,1.99344146e+01,19.622,2.485805,282.973,36.965
08:34:26.59,08:34:31.93,08:34:37.27,1.50338595e+08,1.99342932e+01,19.623,2.485821,282.833,36.965
08:34:37.28,08:34:42.62,08:34:47.96,1.50338633e+08,1.99341712e+01,19.623,2.485836,282.693,36.965
08:34:47.94,08:34:53.28,08:34:58.62,1.50338671e+08,1.99340495e+01,19.623,2.485851,282.554,36.965
08:34:58.62,08:35:03.96,08:35:09.30,1.50338709e+08,1.99339277e+01,19.623,2.485866,282.414,36.965
08:35:09.28,08:35:14.62,08:35:19.96,1.50338747e+08,1.99338061e+01,19.624,2.485881,282.275,36.965
08:35:19.97,08:35:25.31,08:35:30.65,1.50338785e+08,1.99336840e+01,19.624,2.485896,282.135,36.965
08:35:30.66,08:35:36.00,08:35:41.34,1.50338823e+08,1.99335620e+01,19.624,2.485912,281.995,36.965
08:35:41.31,08:35:46.65,08:35:51.99,1.50338861e+08,1.99334404e+01,19.624,2.485927,281.855,36.965
08:35:52.00,08:35:57.34,08:36:02.68,1.50338899e+08,1.99333182e+01,19.625,2.485942,281.715,36.965
08:36:02.66,08:36:08.00,08:36:13.34,1.50338937e+08,1.99331965e+01,19.625,2.485957,281.576,36.965
08:36:13.34,08:36:18.68,08:36:24.02,1.50338975e+08,1.99330744e+01,19.625,2.485972,281.436,36.965
08:36:24.00,08:36:29.34,08:36:34.68,1.50339013e+08,1.99329526e+01,19.625,2.485988,281.296,36.965
08:36:34.69,08:36:40.03,08:36:45.37,1.50339051e+08,1.99328304e+01,19.626,2.486003,281.156,36.965
08:36:45.34,08:36:50.68,08:36:56.02,1.50339089e+08,1.99327087e+01,19.626,2.486018,281.017,36.964
08:36:56.03,08:37:01.37,08:37:06.71,1.50339127e+08,1.99325864e+01,19.626,2.486033,280.877,36.964
08:37:06.69,08:37:12.03,08:37:17.37,1.50339165e+08,1.99324645e+01,19.626,2.486049,280.738,36.964
08:37:17.40,08:37:22.74,08:37:28.08,1.50339203e+08,1.99323419e+01,19.627,2.486064,280.597,36.964
08:37:28.09,08:37:33.43,08:37:38.77,1.50339241e+08,1.99322197e+01,19.627,2.486079,280.457,36.964
08:37:38.78,08:37:44.12,08:37:49.46,1.50339279e+08,1.99320973e+01,19.627,2.486094,280.317,36.964
08:37:49.47,08:37:54.81,08:38:00.15,1.50339317e+08,1.99319750e+01,19.627,2.486110,280.178,36.964
08:38:00.12,08:38:05.46,08:38:10.80,1.50339355e+08,1.99318530e+01,19.628,2.486125,280.038,36.964
08:38:10.87,08:38:16.21,08:38:21.55,1.50339393e+08,1.99317299e+01,19.628,2.486140,279.897,36.964
08:38:21.53,08:38:26.87,08:38:32.21,1.50339431e+08,1.99316079e+01,19.628,2.486155,279.758,36.964
08:38:32.22,08:38:37.56,08:38:42.90,1.50339469e+08,1.99314855e+01,19.628,2.486171,279.618,36.964
08:38:42.87,08:38:48.21,08:38:53.55,1.50339507e+08,1.99313634e+01,19.629,2.486186,279.479,36.964
08:38:53.56,08:38:58.90,08:39:04.24,1.50339545e+08,1.99312409e+01,19.629,2.486201,279.339,36.964
08:39:04.25,08:39:09.59,08:39:14.93,1.50339583e+08,1.99311183e+01,19.629,2.486216,279.199,36.964
08:39:14.93,08:39:20.27,08:39:25.61,1.50339621e+08,1.99309959e+01,19.629,2.486232,279.059,36.964
08:39:25.62,08:39:30.96,08:39:36.30,1.50339659e+08,1.99308733e+01,19.630,2.486247,278.919,36.964
08:39:36.28,08:39:41.62,08:39:46.96,1.50339697e+08,1.99307511e+01,19.630,2.486262,278.779,36.964
08:39:46.97,08:39:52.31,08:39:57.65,1.50339735e+08,1.99306285e+01,19.630,2.486277,278.639,36.964
08:39:57.62,08:40:02.96,08:40:08.30,1.50339773e+08,1.99305063e+01,19.630,2.486293,278.500,36.964
08:40:08.31,08:40:13.65,08:40:18.99,1.50339811e+08,1.99303836e+01,19.630,2.486308,278.360,36.964
08:40:18.96,08:40:24.30,08:40:29.64,1.50339849e+08,1.99302614e+01,19.631,2.486323,278.221,36.964
08:40:29.65,08:40:34.99,08:40:40.33,1.50339887e+08,1.99301387e+01,19.631,2.486339,278.081,36.964
08:40:40.31,08:40:45.65,08:40:50.99,1.50339925e+08,1.99300163e+01,19.631,2.486354,277.941,36.964
08:40:51.00,08:40:56.34,08:41:01.68,1.50339963e+08,1.99298936e+01,19.631,2.486369,277.801,36.964
08:41:01.68,08:41:07.02,08:41:12.36,1.50340001e+08,1.99297709e+01,19.632,2.486384,277.661,36.964
08:41:12.37,08:41:17.71,08:41:23.05,1.50340039e+08,1.99296481e+01,19.632,2.486400,277.521,36.964
08:41:23.09,08:41:28.43,08:41:33.77,1.50340077e+08,1.99295249e+01,19.632,2.486415,277.381,36.964
