UTC_START,UTC_MIDDLE,UTC_END,SUN-TARGET_RANGE[km],TARGET-S/C_RANGE[km],PHASE_ANGLE[deg],ANGULAR_DIAMETER[deg],SUB-S/C_POINT_LON[deg],SUB-S/C_POINT_LAT[deg]
10:00:34.40,10:00:39.74,10:00:45.08,1.50356998e+08,1.98726111e+01,19.745,2.493534,215.185,36.947
10:00:45.09,10:00:50.43,10:00:55.77,1.50357036e+08,1.98724779e+01,19.745,2.493550,215.045,36.947
10:00:55.75,10:01:01.09,10:01:06.43,1.50357074e+08,1.98723448e+01,19.745,2.493567,214.906,36.947
10:01:06.43,10:01:11.77,10:01:17.11,1.50357112e+08,1.98722117e+01,19.745,2.493584,214.766,36.947
10:01:17.09,10:01:22.43,10:01:27.77,1.50357150e+08,1.98720788e+01,19.746,2.493601,214.626,36.947
10:01:27.78,10:01:33.12,10:01:38.46,1.50357188e+08,1.98719454e+01,19.746,2.493617,214.487,36.947
10:01:38.46,10:01:43.80,10:01:49.14,1.50357226e+08,1.98718121e+01,19.746,2.493634,214.347,36.947
10:01:49.12,10:01:54.46,10:01:59.80,1.50357264e+08,1.98716791e+01,19.747,2.493651,214.207,36.947
10:01:59.81,10:02:05.15,10:02:10.49,1.50357302e+08,1.98715456e+01,19.747,2.493667,214.067,36.947
10:02:10.50,10:02:15.84,10:02:21.18,1.50357340e+08,1.98714122e+01,19.747,2.493684,213.927,36.947
10:02:21.18,10:02:26.52,10:02:31.86,1.50357378e+08,1.98712788e+01,19.747,2.493701,213.788,36.947
10:02:31.84,10:02:37.18,10:02:42.52,1.50357416e+08,1.98711457e+01,19.748,2.493718,213.648,36.947
10:02:42.53,10:02:47.87,10:02:53.21,1.50357454e+08,1.98710122e+01,19.748,2.493734,213.508,36.947
10:02:53.18,10:02:58.52,10:03:03.86,1.50357492e+08,1.98708792e+01,19.748,2.493751,213.369,36.947
10:03:03.87,10:03:09.21,10:03:14.55,1.50357530e+08,1.98707456e+01,19.748,2.493768,213.229,36.947
10:03:14.53,10:03:19.87,10:03:25.21,1.50357568e+08,1.98706124e+01,19.749,2.493784,213.089,36.947
10:03:25.21,10:03:30.55,10:03:35.89,1.50357606e+08,1.98704788e+01,19.749,2.493801,212.949,36.947
10:03:35.87,10:03:41.21,10:03:46.55,1.50357644e+08,1.98703456e+01,19.749,2.493818,212.810,36.947
10:03:46.56,10:03:51.90,10:03:57.24,1.50357682e+08,1.98702119e+01,19.749,2.493835,212.670,36.947
10:03:57.24,10:04:02.58,10:04:07.92,1.50357720e+08,1.98700783e+01,19.750,2.493851,212.530,36.947
10:04:07.90,10:04:13.24,10:04:18.58,1.50357758e+08,1.98699450e+01,19.750,2.493868,212.391,36.947
10:04:18.59,10:04:23.93,10:04:29.27,1.50357796e+08,1.98698113e+01,19.750,2.493885,212.251,36.947
10:04:29.24,10:04:34.58,10:04:39.92,1.50357834e+08,1.98696780e+01,19.750,2.493902,212.111,36.946
10:04:39.93,10:04:45.27,10:04:50.61,1.50357873e+08,1.98695442e+01,19.751,2.493919,211.971,36.946
10:04:50.59,10:04:55.93,10:05:01.27,1.50357911e+08,1.98694108e+01,19.751,2.493935,211.832,36.946
10:05:01.27,10:05:06.61,10:05:11.95,1.50357949e+08,1.98692772e+01,19.751,2.493952,211.692,36.946
10:05:11.93,10:05:17.27,10:05:22.61,1.50357987e+08,1.98691436e+01,19.751,2.493969,211.552,36.946
10:05:22.62,10:05:27.96,10:05:33.30,1.50358025e+08,1.98690098e+01,19.752,2.493986,211.413,36.946
10:05:33.27,10:05:38.61,10:05:43.95,1.50358063e+08,1.98688763e+01,19.752,2.494002,211.273,36.946
10:05:43.96,10:05:49.30,10:05:54.64,1.50358101e+08,1.98687424e+01,19.752,2.494019,211.133,36.946
10:05:54.65,10:05:59.99,10:06:05.33,1.50358139e+08,1.98686085e+01,19.752,2.494036,210.993,36.946
10:06:05.34,10:06:10.68,10:06:16.02,1.50358177e+08,1.98684745e+01,19.753,2.494053,210.853,36.946
10:06:16.02,10:06:21.36,10:06:26.70,1.50358215e+08,1.98683407e+01,19.753,2.494070,210.714,36.946
10:06:26.74,10:06:32.08,10:06:37.42,1.50358253e+08,1.98682062e+01,19.753,2.494086,210.573,36.946
10:06:37.40,10:06:42.74,10:06:48.08,1.50358291e+08,1.98680725e+01,19.753,2.494103,210.434,36.946
10:06:48.09,10:06:53.43,10:06:58.77,1.50358329e+08,1.98679385e+01,19.754,2.494120,210.294,36.946
10:06:58.74,10:07:04.08,10:07:09.42,1.50358367e+08,1.98678049e+01,19.754,2.494137,210.154,36.946
10:07:09.46,10:07:14.80,10:07:20.14,1.50358405e+08,1.98676704e+01,19.754,2.494154,210.014,36.946
10:07:20.12,10:07:25.46,10:07:30.80,1.50358443e+08,1.98675367e+01,19.754,2.494170,209.874,36.946
10:07:30.80,10:07:36.14,10:07:41.48,1.50358481e+08,1.98674026e+01,19.755,2.494187,209.735,36.946
10:07:41.46,10:07:46.80,10:07:52.14,1.50358519e+08,1.98672688e+01,19.755,2.494204,209.595,36.946
10:07:52.15,10:07:57.49,10:08:02.83,1.50358557e+08,1.98671346e+01,19.755,2.494221,209.455,36.946
10:08:02.80,10:08:08.14,10:08:13.48,1.50358595e+08,1.98670009e+01,19.756,2.494238,209.316,36.946
10:08:13.49,10:08:18.83,10:08:24.17,1.50358634e+08,1.98668666e+01,19.756,2.494255,209.176,36.946
10:08:24.15,10:08:29.49,10:08:34.83,1.50358672e+08,1.98667327e+01,19.756,2.494271,209.036,36.946
10:08:34.83,10:08:40.17,10:08:45.51,1.50358710e+08,1.98665986e+01,19.756,2.494288,208.897,36.946
10:08:45.52,10:08:50.86,10:08:56.20,1.50358748e+08,1.98664643e+01,19.757,2.494305,208.757,36.946
10:08:56.21,10:09:01.55,10:09:06.89,1.50358786e+08,1.98663299e+01,19.757,2.494322,208.617,36.946
10:09:06.87,10:09:12.21,10:09:17.55,1.50358824e+08,1.98661959e+01,19.757,2.494339,208.477,36.946
10:09:17.55,10:09:22.89,10:09:28.23,1.50358862e+08,1.98660616e+01,19.757,2.494356,208.337,36.945
10:09:28.21,10:09:33.55,10:09:38.89,1.50358900e+08,1.98659276e+01,19.758,2.494372,208.198,36.945
10:09:38.90,10:09:44.24,10:09:49.58,1.50358938e+08,1.98657932e+01,19.758,2.494389,208.058,36.945
10:09:49.55,10:09:54.89,10:10:00.23,1.50358976e+08,1.98656592e+01,19.758,2.494406,207.918,36.945
10:10:00.24,10:10:05.58,10:10:10.92,1.50359014e+08,1.98655247e+01,19.758,2.494423,207.779,36.945
10:10:10.93,10:10:16.27,10:10:21.61,1.50359052e+08,1.98653902e+01,19.759,2.494440,207.639,36.945
10:10:21.61,10:10:26.95,10:10:32.29,1.50359090e+08,1.98652558e+01,19.759,2.494457,207.499,36.945
10:10:32.30,10:10:37.64,10:10:42.98,1.50359128e+08,1.98651212e+01,19.759,2.494474,207.359,36.945
10:10:42.96,10:10:48.30,10:10:53.64,1.50359166e+08,1.98649870e+01,19.759,2.494490,207.219,36.945
10:10:53.65,10:10:58.99,10:11:04.33,1.50359204e+08,1.98648524e+01,19.760,2.494507,207.079,36.945
10:11:04.33,10:11:09.67,10:11:15.01,1.50359242e+08,1.98647179e+01,19.760,2.494524,206.940,36.945
10:11:15.02,10:11:20.36,10:11:25.70,1.50359280e+08,1.98645833e+01,19.760,2.494541,206.800,36.945
10:11:25.71,10:11:31.05,10:11:36.39,1.50359319e+08,1.98644486e+01,19.760,2.494558,206.660,36.945
10:11:36.43,10:11:41.77,10:11:47.11,1.50359357e+08,1.98643135e+01,19.761,2.494575,206.519,36.945
10:11:47.08,10:11:52.42,10:11:57.76,1.50359395e+08,1.98641793e+01,19.761,2.494592,206.380,36.945
10:11:57.77,10:12:03.11,10:12:08.45,1.50359433e+08,1.98640446e+01,19.761,2.494609,206.240,36.945
10:12:08.46,10:12:13.80,10:12:19.14,1.50359471e+08,1.98639098e+01,19.761,2.494626,206.100,36.945
10:12:19.11,10:12:24.45,10:12:29.79,1.50359509e+08,1.98637755e+01,19.762,2.494643,205.961,36.945
10:12:29.80,10:12:35.14,10:12:40.48,1.50359547e+08,1.98636407e+01,19.762,2.494659,205.821,36.945
10:12:40.49,10:12:45.83,10:12:51.17,1.50359585e+08,1.98635059e+01,19.762,2.494676,205.681,36.945
10:12:51.14,10:12:56.48,10:13:01.82,1.50359623e+08,1.98633715e+01,19.762,2.494693,205.542,36.945
10:13:01.83,10:13:07.17,10:13:12.51,1.50359661e+08,1.98632366e+01,19.763,2.494710,205.402,36.945
10:13:12.49,10:13:17.83,10:13:23.17,1.50359699e+08,1.98631021e+01,19.763,2.494727,205.262,36.945
10:13:23.17,10:13:28.51,10:13:33.85,1.50359737e+08,1.98629673e+01,19.763,2.494744,205.122,36.945
10:13:33.83,10:13:39.17,10:13:44.51,1.50359775e+08,1.98628327e+01,19.763,2.494761,204.983,36.945
10:13:44.52,10:13:49.86,10:13:55.20,1.50359813e+08,1.98626977e+01,19.764,2.494778,204.843,36.945
10:13:55.17,10:14:00.51,10:14:05.85,1.50359851e+08,1.98625633e+01,19.764,2.494795,204.703,36.944
10:14:05.86,10:14:11.20,10:14:16.54,1.50359889e+08,1.98624282e+01,19.764,2.494812,204.563,36.944
10:14:16.52,10:14:21.86,10:14:27.20,1.50359927e+08,1.98622935e+01,19.765,2.494829,204.424,36.944
10:14:27.21,10:14:32.55,10:14:37.89,1.50359965e+08,1.98621585e+01,19.765,2.494846,204.284,36.944
10:14:37.86,10:14:43.20,10:14:48.54,1.50360003e+08,1.98620239e+01,19.765,2.494862,204.145,36.944
10:14:48.55,10:14:53.89,10:14:59.23,1.50360041e+08,1.98618887e+01,19.765,2.494879,204.005,36.944
10:14:59.24,10:15:04.58,10:15:09.92,1.50360079e+08,1.98617537e+01,19.766,2.494896,203.865,36.944
10:15:09.92,10:15:15.26,10:15:20.60,1.50360118e+08,1.98616186e+01,19.766,2.494913,203.725,36.944
10:15:20.61,10:15:25.95,10:15:31.29,1.50360156e+08,1.98614834e+01,19.766,2.494930,203.585,36.944
10:15:31.30,10:15:36.64,10:15:41.98,1.50360194e+08,1.98613482e+01,19.766,2.494947,203.445,36.944
10:15:41.99,10:15:47.33,10:15:52.67,1.50360232e+08,1.98612130e+01,19.767,2.494964,203.305,36.944
10:15:52.64,10:15:57.98,10:16:03.32,1.50360270e+08,1.98610782e+01,19.767,2.494981,203.166,36.944
10:16:03.33,10:16:08.67,10:16:14.01,1.50360308e+08,1.98609429e+01,19.767,2.494998,203.026,36.944
10:16:14.02,10:16:19.36,10:16:24.70,1.50360346e+08,1.98608076e+01,19.767,2.495015,202.886,36.944
10:16:24.67,10:16:30.01,10:16:35.35,1.50360384e+08,1.98606728e+01,19.768,2.495032,202.746,36.944
10:16:35.36,10:16:40.70,10:16:46.04,1.50360422e+08,1.98605374e+01,19.768,2.495049,202.607,36.944
10:16:46.05,10:16:51.39,10:16:56.73,1.50360460e+08,1.98604020e+01,19.768,2.495066,202.467,36.944
10:16:56.70,10:17:02.04,10:17:07.38,1.50360498e+08,1.98602672e+01,19.768,2.495083,202.327,36.944
10:17:07.39,10:17:12.73,10:17:18.07,1.50360536e+08,1.98601317e+01,19.769,2.495100,202.187,36.944
10:17:18.08,10:17:23.42,10:17:28.76,1.50360574e+08,1.98599962e+01,19.769,2.495117,202.047,36.944
10:17:28.80,10:17:34.14,10:17:39.48,1.50360613e+08,1.98598604e+01,19.769,2.495134,201.907,36.944
10:17:39.45,10:17:44.79,10:17:50.13,1.50360650e+08,1.98597254e+01,19.769,2.495151,201.768,36.944
10:17:50.14,10:17:55.48,10:18:00.82,1.50360689e+08,1.98595899e+01,19.770,2.495168,201.628,36.944
10:18:00.80,10:18:06.14,10:18:11.48,1.50360727e+08,1.98594547e+01,19.770,2.495185,201.488,36.944
10:18:11.48,10:18:16.82,10:18:22.16,1.50360765e+08,1.98593193e+01,19.770,2.495202,201.348,36.944
10:18:22.14,10:18:27.48,10:18:32.82,1.50360803e+08,1.98591841e+01,19.770,2.495219,201.209,36.943
10:18:32.83,10:18:38.17,10:18:43.51,1.50360841e+08,1.98590485e+01,19.771,2.495236,201.069,36.943
10:18:43.48,10:18:48.82,10:18:54.16,1.50360879e+08,1.98589133e+01,19.771,2.495253,200.929,36.943
10:18:54.17,10:18:59.51,10:19:04.85,1.50360917e+08,1.98587777e+01,19.771,2.495270,200.790,36.943
10:19:04.86,10:19:10.20,10:19:15.54,1.50360955e+08,1.98586420e+01,19.771,2.495287,200.650,36.943
10:19:15.55,10:19:20.89,10:19:26.23,1.50360993e+08,1.98585063e+01,19.772,2.495304,200.510,36.943
10:19:26.23,10:19:31.57,10:19:36.91,1.50361031e+08,1.98583707e+01,19.772,2.495321,200.370,36.943
10:19:36.89,10:19:42.23,10:19:47.57,1.50361069e+08,1.98582353e+01,19.772,2.495338,200.230,36.943
10:19:47.58,10:19:52.92,10:19:58.26,1.50361107e+08,1.98580995e+01,19.773,2.495355,200.090,36.943
10:19:58.26,10:20:03.60,10:20:08.94,1.50361145e+08,1.98579639e+01,19.773,2.495372,199.951,36.943
10:20:08.92,10:20:14.26,10:20:19.60,1.50361183e+08,1.98578284e+01,19.773,2.495389,199.811,36.943
10:20:19.61,10:20:24.95,10:20:30.29,1.50361221e+08,1.98576926e+01,19.773,2.495406,199.671,36.943
10:20:30.29,10:20:35.63,10:20:40.97,1.50361259e+08,1.98575569e+01,19.774,2.495424,199.531,36.943
10:20:40.95,10:20:46.29,10:20:51.63,1.50361297e+08,1.98574213e+01,19.774,2.495441,199.392,36.943
10:20:51.64,10:20:56.98,10:21:02.32,1.50361335e+08,1.98572854e+01,19.774,2.495458,199.252,36.943
10:21:02.29,10:21:07.63,10:21:12.97,1.50361373e+08,1.98571500e+01,19.774,2.495475,199.112,36.943
10:21:12.98,10:21:18.32,10:21:23.66,1.50361412e+08,1.98570141e+01,19.775,2.495492,198.973,36.943
10:21:23.67,10:21:29.01,10:21:34.35,1.50361450e+08,1.98568781e+01,19.775,2.495509,198.833,36.943
10:21:34.32,10:21:39.66,10:21:45.00,1.50361488e+08,1.98567426e+01,19.775,2.495526,198.693,36.943
10:21:45.01,10:21:50.35,10:21:55.69,1.50361526e+08,1.98566065e+01,19.775,2.495543,198.553,36.943
10:21:55.67,10:22:01.01,10:22:06.35,1.50361564e+08,1.98564708e+01,19.776,2.495560,198.414,36.943
10:22:06.36,10:22:11.70,10:22:17.04,1.50361602e+08,1.98563348e+01,19.776,2.495577,198.274,36.943
10:22:17.01,10:22:22.35,10:22:27.69,1.50361640e+08,1.98561992e+01,19.776,2.495594,198.134,36.943
10:22:27.70,10:22:33.04,10:22:38.38,1.50361678e+08,1.98560630e+01,19.776,2.495611,197.994,36.943
10:22:38.39,10:22:43.73,10:22:49.07,1.50361716e+08,1.98559269e+01,19.777,2.495628,197.855,36.943
10:22:49.07,10:22:54.41,10:22:59.75,1.50361754e+08,1.98557909e+01,19.777,2.495645,197.715,36.943
10:22:59.76,10:23:05.10,10:23:10.44,1.50361792e+08,1.98556546e+01,19.777,2.495663,197.575,36.942
10:23:10.42,10:23:15.76,10:23:21.10,1.50361830e+08,1.98555188e+01,19.777,2.495680,197.435,36.942
10:23:21.10,10:23:26.44,10:23:31.78,1.50361868e+08,1.98553827e+01,19.778,2.495697,197.296,36.942
10:23:31.79,10:23:37.13,10:23:42.47,1.50361906e+08,1.98552464e+01,19.778,2.495714,197.156,36.942
10:23:42.45,10:23:47.79,10:23:53.13,1.50361944e+08,1.98551105e+01,19.778,2.495731,197.016,36.942
10:23:53.14,10:23:58.48,10:24:03.82,1.50361982e+08,1.98549741e+01,19.778,2.495748,196.876,36.942
10:24:03.85,10:24:09.19,10:24:14.53,1.50362021e+08,1.98548376e+01,19.779,2.495765,196.736,36.942
10:24:14.54,10:24:19.88,10:24:25.22,1.50362059e+08,1.98547013e+01,19.779,2.495782,196.596,36.942
10:24:25.23,10:24:30.57,10:24:35.91,1.50362097e+08,1.98545648e+01,19.779,2.495799,196.456,36.942
10:24:35.92,10:24:41.26,10:24:46.60,1.50362135e+08,1.98544284e+01,19.779,2.495817,196.316,36.942
10:24:46.57,10:24:51.91,10:24:57.25,1.50362173e+08,1.98542925e+01,19.780,2.495834,196.177,36.942
10:24:57.26,10:25:02.60,10:25:07.94,1.50362211e+08,1.98541561e+01,19.780,2.495851,196.037,36.942
10:25:07.92,10:25:13.26,10:25:18.60,1.50362249e+08,1.98540200e+01,19.780,2.495868,195.897,36.942
10:25:18.63,10:25:23.97,10:25:29.31,1.50362287e+08,1.98538832e+01,19.781,2.495885,195.757,36.942
10:25:29.29,10:25:34.63,10:25:39.97,1.50362325e+08,1.98537470e+01,19.781,2.495902,195.618,36.942
10:25:39.98,10:25:45.32,10:25:50.66,1.50362363e+08,1.98536105e+01,19.781,2.495919,195.478,36.942
10:25:50.63,10:25:55.97,10:26:01.31,1.50362401e+08,1.98534745e+01,19.781,2.495936,195.338,36.942
10:26:01.32,10:26:06.66,10:26:12.00,1.50362439e+08,1.98533378e+01,19.782,2.495954,195.198,36.942
10:26:12.01,10:26:17.35,10:26:22.69,1.50362477e+08,1.98532013e+01,19.782,2.495971,195.058,36.942
10:26:22.70,10:26:28.04,10:26:33.38,1.50362515e+08,1.98530646e+01,19.782,2.495988,194.918,36.942
10:26:33.38,10:26:38.72,10:26:44.06,1.50362553e+08,1.98529271e+01,19.782,2.496005,194.779,36.942
10:26:44.04,10:26:49.38,10:26:54.72,1.50362591e+08,1.98527909e+01,19.783,2.496022,194.639,36.942
10:26:54.73,10:27:00.07,10:27:05.41,1.50362630e+08,1.98526541e+01,19.783,2.496040,194.499,36.942
10:27:05.38,10:27:10.72,10:27:16.06,1.50362668e+08,1.98525180e+01,19.783,2.496057,194.360,36.942
10:27:16.10,10:27:21.44,10:27:26.78,1.50362706e+08,1.98523808e+01,19.783,2.496074,194.219,36.942
10:27:26.76,10:27:32.10,10:27:37.44,1.50362744e+08,1.98522444e+01,19.784,2.496091,194.080,36.942
10:27:37.45,10:27:42.79,10:27:48.13,1.50362782e+08,1.98521075e+01,19.784,2.496108,193.940,36.941
10:27:48.10,10:27:53.44,10:27:58.78,1.50362820e+08,1.98519713e+01,19.784,2.496125,193.801,36.941
10:27:58.79,10:28:04.13,10:28:09.47,1.50362858e+08,1.98518345e+01,19.784,2.496143,193.661,36.941
10:28:09.44,10:28:14.78,10:28:20.12,1.50362896e+08,1.98516981e+01,19.785,2.496160,193.521,36.941
10:28:20.13,10:28:25.47,10:28:30.81,1.50362934e+08,1.98515612e+01,19.785,2.496177,193.381,36.941
10:28:30.82,10:28:36.16,10:28:41.50,1.50362972e+08,1.98514242e+01,19.785,2.496194,193.241,36.941
10:28:41.48,10:28:46.82,10:28:52.16,1.50363010e+08,1.98512877e+01,19.785,2.496211,193.102,36.941
10:28:52.16,10:28:57.50,10:29:02.84,1.50363048e+08,1.98511508e+01,19.786,2.496229,192.962,36.941
10:29:02.82,10:29:08.16,10:29:13.50,1.50363086e+08,1.98510142e+01,19.786,2.496246,192.823,36.941
10:29:13.51,10:29:18.85,10:29:24.19,1.50363124e+08,1.98508772e+01,19.786,2.496263,192.683,36.941
10:29:24.16,10:29:29.50,10:29:34.84,1.50363162e+08,1.98507407e+01,19.786,2.496280,192.543,36.941
10:29:34.85,10:29:40.19,10:29:45.53,1.50363200e+08,1.98506036e+01,19.787,2.496297,192.403,36.941
10:29:45.51,10:29:50.85,10:29:56.19,1.50363238e+08,1.98504669e+01,19.787,2.496315,192.264,36.941
10:29:56.19,10:30:01.53,10:30:06.87,1.50363276e+08,1.98503299e+01,19.787,2.496332,192.124,36.941
10:30:06.85,10:30:12.19,10:30:17.53,1.50363314e+08,1.98501932e+01,19.788,2.496349,191.984,36.941
10:30:17.54,10:30:22.88,10:30:28.22,1.50363353e+08,1.98500560e+01,19.788,2.496366,191.844,36.941
10:30:28.22,10:30:33.56,10:30:38.90,1.50363391e+08,1.98499189e+01,19.788,2.496383,191.705,36.941
10:30:38.91,10:30:44.25,10:30:49.59,1.50363429e+08,1.98497817e+01,19.788,2.496401,191.565,36.941
10:30:49.57,10:30:54.91,10:31:00.25,1.50363467e+08,1.98496450e+01,19.789,2.496418,191.425,36.941
10:31:00.26,10:31:05.60,10:31:10.94,1.50363505e+08,1.98495076e+01,19.789,2.496435,191.285,36.941
10:31:10.91,10:31:16.25,10:31:21.59,1.50363543e+08,1.98493709e+01,19.789,2.496452,191.146,36.941
10:31:21.60,10:31:26.94,10:31:32.28,1.50363581e+08,1.98492336e+01,19.789,2.496470,191.006,36.941
10:31:32.25,10:31:37.59,10:31:42.93,1.50363619e+08,1.98490968e+01,19.790,2.496487,190.867,36.941
10:31:42.94,10:31:48.28,10:31:53.62,1.50363657e+08,1.98489594e+01,19.790,2.496504,190.727,36.941
10:31:53.63,10:31:58.97,10:32:04.31,1.50363695e+08,1.98488220e+01,19.790,2.496521,190.587,36.941
10:32:04.32,10:32:09.66,10:32:15.00,1.50363733e+08,1.98486847e+01,19.790,2.496539,190.447,36.941
10:32:14.97,10:32:20.31,10:32:25.65,1.50363771e+08,1.98485478e+01,19.791,2.496556,190.307,36.940
10:32:25.66,10:32:31.00,10:32:36.34,1.50363809e+08,1.98484103e+01,19.791,2.496573,190.167,36.940
10:32:36.32,10:32:41.66,10:32:47.00,1.50363847e+08,1.98482732e+01,19.791,2.496590,190.028,36.940
10:32:47.00,10:32:52.34,10:32:57.68,1.50363885e+08,1.98481359e+01,19.791,2.496608,189.888,36.940
10:32:57.66,10:33:03.00,10:33:08.34,1.50363923e+08,1.98479988e+01,19.792,2.496625,189.749,36.940
10:33:08.35,10:33:13.69,10:33:19.03,1.50363961e+08,1.98478612e+01,19.792,2.496642,189.609,36.940
10:33:19.00,10:33:24.34,10:33:29.68,1.50363999e+08,1.98477242e+01,19.792,2.496659,189.469,36.940
10:33:29.69,10:33:35.03,10:33:40.37,1.50364037e+08,1.98475866e+01,19.792,2.496677,189.329,36.940
10:33:40.38,10:33:45.72,10:33:51.06,1.50364076e+08,1.98474490e+01,19.793,2.496694,189.189,36.940
10:33:51.03,10:33:56.37,10:34:01.71,1.50364114e+08,1.98473119e+01,19.793,2.496711,189.050,36.940
10:34:01.72,10:34:07.06,10:34:12.40,1.50364152e+08,1.98471743e+01,19.793,2.496729,188.910,36.940
10:34:12.38,10:34:17.72,10:34:23.06,1.50364190e+08,1.98470369e+01,19.793,2.496746,188.771,36.940
10:34:23.06,10:34:28.40,10:34:33.74,1.50364228e+08,1.98468994e+01,19.794,2.496763,188.631,36.940
10:34:33.75,10:34:39.09,10:34:44.43,1.50364266e+08,1.98467617e+01,19.794,2.496780,188.491,36.940
10:34:44.41,10:34:49.75,10:34:55.09,1.50364304e+08,1.98466243e+01,19.794,2.496798,188.351,36.940
10:34:55.10,10:35:00.44,10:35:05.78,1.50364342e+08,1.98464866e+01,19.795,2.496815,188.211,36.940
10:35:05.78,10:35:11.12,10:35:16.46,1.50364380e+08,1.98463488e+01,19.795,2.496832,188.072,36.940
10:35:16.44,10:35:21.78,10:35:27.12,1.50364418e+08,1.98462115e+01,19.795,2.496850,187.932,36.940
10:35:27.13,10:35:32.47,10:35:37.81,1.50364456e+08,1.98460736e+01,19.795,2.496867,187.792,36.940
10:35:37.81,10:35:43.15,10:35:48.49,1.50364494e+08,1.98459359e+01,19.796,2.496884,187.652,36.940
10:35:48.50,10:35:53.84,10:35:59.18,1.50364532e+08,1.98457980e+01,19.796,2.496902,187.512,36.940
10:35:59.19,10:36:04.53,10:36:09.87,1.50364570e+08,1.98456601e+01,19.796,2.496919,187.372,36.940
10:36:09.88,10:36:15.22,10:36:20.56,1.50364609e+08,1.98455222e+01,19.796,2.496936,187.233,36.940
10:36:20.56,10:36:25.90,10:36:31.24,1.50364647e+08,1.98453843e+01,19.797,2.496954,187.093,36.940
10:36:31.22,10:36:36.56,10:36:41.90,1.50364685e+08,1.98452467e+01,19.797,2.496971,186.953,36.940
10:36:41.91,10:36:47.25,10:36:52.59,1.50364723e+08,1.98451087e+01,19.797,2.496988,186.813,36.939
10:36:52.59,10:36:57.93,10:37:03.27,1.50364761e+08,1.98449709e+01,19.797,2.497006,186.673,36.939
10:37:03.25,10:37:08.59,10:37:13.93,1.50364799e+08,1.98448331e+01,19.798,2.497023,186.534,36.939
10:37:13.94,10:37:19.28,10:37:24.62,1.50364837e+08,1.98446951e+01,19.798,2.497040,186.394,36.939
10:37:24.63,10:37:29.97,10:37:35.31,1.50364875e+08,1.98445571e+01,19.798,2.497058,186.254,36.939
10:37:35.28,10:37:40.62,10:37:45.96,1.50364913e+08,1.98444194e+01,19.798,2.497075,186.115,36.939
10:37:45.97,10:37:51.31,10:37:56.65,1.50364951e+08,1.98442813e+01,19.799,2.497092,185.975,36.939
10:37:56.62,10:38:01.96,10:38:07.30,1.50364989e+08,1.98441436e+01,19.799,2.497110,185.835,36.939
10:38:07.31,10:38:12.65,10:38:17.99,1.50365027e+08,1.98440054e+01,19.799,2.497127,185.695,36.939
10:38:18.00,10:38:23.34,10:38:28.68,1.50365065e+08,1.98438672e+01,19.799,2.497145,185.555,36.939
10:38:28.66,10:38:34.00,10:38:39.34,1.50365103e+08,1.98437294e+01,19.800,2.497162,185.416,36.939
10:38:39.34,10:38:44.68,10:38:50.02,1.50365141e+08,1.98435912e+01,19.800,2.497179,185.276,36.939
10:38:50.00,10:38:55.34,10:39:00.68,1.50365179e+08,1.98434533e+01,19.800,2.497197,185.137,36.939
10:39:00.69,10:39:06.03,10:39:11.37,1.50365217e+08,1.98433151e+01,19.800,2.497214,184.997,36.939
10:39:11.37,10:39:16.71,10:39:22.05,1.50365256e+08,1.98431769e+01,19.801,2.497231,184.857,36.939
10:39:22.03,10:39:27.37,10:39:32.71,1.50365294e+08,1.98430389e+01,19.801,2.497249,184.717,36.939
10:39:32.72,10:39:38.06,10:39:43.40,1.50365332e+08,1.98429005e+01,19.801,2.497266,184.577,36.939
10:39:43.37,10:39:48.71,10:39:54.05,1.50365370e+08,1.98427626e+01,19.802,2.497283,184.438,36.939
10:39:54.06,10:39:59.40,10:40:04.74,1.50365408e+08,1.98426242e+01,19.802,2.497301,184.298,36.939
10:40:04.75,10:40:10.09,10:40:15.43,1.50365446e+08,1.98424858e+01,19.802,2.497318,184.158,36.939
10:40:15.40,10:40:20.74,10:40:26.08,1.50365484e+08,1.98423478e+01,19.802,2.497336,184.019,36.939
10:40:26.09,10:40:31.43,10:40:36.77,1.50365522e+08,1.98422093e+01,19.803,2.497353,183.879,36.939
10:40:36.75,10:40:42.09,10:40:47.43,1.50365560e+08,1.98420711e+01,19.803,2.497370,183.739,36.939
10:40:47.44,10:40:52.78,10:40:58.12,1.50365598e+08,1.98419326e+01,19.803,2.497388,183.599,36.939
10:40:58.12,10:41:03.46,10:41:08.80,1.50365636e+08,1.98417942e+01,19.803,2.497405,183.460,36.939
10:41:08.78,10:41:14.12,10:41:19.46,1.50365674e+08,1.98416560e+01,19.804,2.497423,183.320,36.939
10:41:19.47,10:41:24.81,10:41:30.15,1.50365712e+08,1.98415173e+01,19.804,2.497440,183.180,36.938
10:41:30.15,10:41:35.49,10:41:40.83,1.50365750e+08,1.98413788e+01,19.804,2.497458,183.040,36.938
10:41:40.81,10:41:46.15,10:41:51.49,1.50365788e+08,1.98412406e+01,19.804,2.497475,182.901,36.938
10:41:51.50,10:41:56.84,10:42:02.18,1.50365826e+08,1.98411019e+01,19.805,2.497492,182.761,36.938
10:42:02.18,10:42:07.52,10:42:12.86,1.50365864e+08,1.98409633e+01,19.805,2.497510,182.621,36.938
10:42:12.84,10:42:18.18,10:42:23.52,1.50365902e+08,1.98408250e+01,19.805,2.497527,182.482,36.938
